"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
754,"1","","2025-02-28T21:37:38.625203Z",753,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0011.jpeg",1.467,"2025-02-28T21:37:38.625223Z"
755,"1","click","2025-02-28T21:37:40.355840Z",754,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0012.jpeg",1.426,"2025-02-28T21:37:40.355861Z"
756,"1","","2025-02-28T21:37:42.118281Z",755,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0013.jpeg",1.354,"2025-02-28T21:37:42.118301Z"
757,"1","click","2025-02-28T21:37:44.267483Z",756,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0014.jpeg",1.839,"2025-02-28T21:37:44.267507Z"
758,"1","","2025-02-28T21:37:46.390663Z",757,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0015.jpeg",1.813,"2025-02-28T21:37:46.390687Z"
759,"1","","2025-02-28T21:37:48.616101Z",758,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0016.jpeg",1.919,"2025-02-28T21:37:48.616126Z"
760,"1","click","2025-02-28T21:37:50.299135Z",759,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0017.jpeg",1.386,"2025-02-28T21:37:50.299156Z"
761,"1","","2025-02-28T21:37:51.378680Z",760,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0018.jpeg",0.787,"2025-02-28T21:37:51.378710Z"
762,"1","click","2025-02-28T21:37:53.047774Z",761,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0019.jpeg",1.331,"2025-02-28T21:37:53.047794Z"
763,"1","","2025-02-28T21:37:54.204176Z",762,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221350_436-0020.jpeg",0.843,"2025-02-28T21:37:54.204198Z"
764,"1","click","2025-02-28T21:37:55.798838Z",763,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0001.jpeg",1.299,"2025-02-28T21:37:55.798859Z"
765,"1","","2025-02-28T21:37:57.080024Z",764,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0002.jpeg",0.848,"2025-02-28T21:37:57.080051Z"
766,"1","click","2025-02-28T21:37:58.619487Z",765,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0003.jpeg",1.234,"2025-02-28T21:37:58.619515Z"
767,"1","","2025-02-28T21:37:59.811573Z",766,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0004.jpeg",0.894,"2025-02-28T21:37:59.811596Z"
768,"1","","2025-02-28T21:38:00.847514Z",767,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0005.jpeg",0.725,"2025-02-28T21:38:00.847538Z"
769,"1","","2025-02-28T21:38:03.068327Z",768,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0006.jpeg",1.911,"2025-02-28T21:38:03.068349Z"
770,"1","","2025-02-28T21:38:04.576156Z",769,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0007.jpeg",1.204,"2025-02-28T21:38:04.576183Z"
771,"1","click","2025-02-28T21:38:06.591845Z",770,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0008.jpeg",1.701,"2025-02-28T21:38:06.591870Z"
772,"1","","2025-02-28T21:38:09.321466Z",771,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0009.jpeg",2.408,"2025-02-28T21:38:09.321495Z"
773,"1","","2025-02-28T21:38:10.715962Z",772,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0010.jpeg",1.088,"2025-02-28T21:38:10.715997Z"
774,"1","","2025-02-28T21:38:11.973789Z",773,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0011.jpeg",0.949,"2025-02-28T21:38:11.973810Z"
775,"1","click","2025-02-28T21:38:14.584225Z",774,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0012.jpeg",2.301,"2025-02-28T21:38:14.584249Z"
776,"1","","2025-02-28T21:38:15.791429Z",775,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0013.jpeg",0.893,"2025-02-28T21:38:15.791452Z"
777,"1","","2025-02-28T21:38:17.152157Z",776,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0014.jpeg",1.049,"2025-02-28T21:38:17.152180Z"
778,"1","","2025-02-28T21:38:18.933705Z",777,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0015.jpeg",1.471,"2025-02-28T21:38:18.933728Z"
779,"1","","2025-02-28T21:38:20.209911Z",778,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0016.jpeg",0.966,"2025-02-28T21:38:20.209933Z"
780,"1","click","2025-02-28T21:38:30.851033Z",779,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0017.jpeg",10.317,"2025-02-28T21:38:30.851056Z"
781,"1","","2025-02-28T21:38:33.084906Z",780,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0018.jpeg",1.919,"2025-02-28T21:38:33.084931Z"
782,"1","","2025-02-28T21:38:35.715429Z",781,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0019.jpeg",2.309,"2025-02-28T21:38:35.715453Z"
783,"1","","2025-02-28T21:39:27.898190Z",782,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221450_436-0020.jpeg",51.841,"2025-02-28T21:39:27.898213Z"
784,"1","click","2025-02-28T21:39:30.403884Z",783,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0001.jpeg",2.218,"2025-02-28T21:39:30.403908Z"
785,"1","","2025-02-28T21:39:31.704618Z",784,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0002.jpeg",0.989,"2025-02-28T21:39:31.704642Z"
786,"1","{""choices"":[""whistle"",""click""]}","2025-02-28T21:39:34.706280Z",785,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0003.jpeg",2.693,"2025-02-28T21:39:34.706305Z"
787,"1","","2025-02-28T21:39:35.981770Z",786,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0004.jpeg",0.957,"2025-02-28T21:39:35.981795Z"
788,"1","click","2025-02-28T21:39:39.131088Z",787,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0005.jpeg",2.823,"2025-02-28T21:39:39.131112Z"
789,"1","","2025-02-28T21:39:40.583506Z",788,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0006.jpeg",1.137,"2025-02-28T21:39:40.583539Z"
790,"1","","2025-02-28T21:39:42.351601Z",789,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0007.jpeg",1.446,"2025-02-28T21:39:42.351622Z"
791,"1","click","2025-02-28T21:39:44.026237Z",790,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0008.jpeg",1.358,"2025-02-28T21:39:44.026259Z"
792,"1","","2025-02-28T21:39:45.386787Z",791,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0009.jpeg",0.929,"2025-02-28T21:39:45.386812Z"
793,"1","click","2025-02-28T21:39:47.033540Z",792,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0010.jpeg",1.315,"2025-02-28T21:39:47.033562Z"
794,"1","","2025-02-28T21:39:48.204988Z",793,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0011.jpeg",0.852,"2025-02-28T21:39:48.205012Z"
795,"1","click","2025-02-28T21:39:49.767863Z",794,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0012.jpeg",1.239,"2025-02-28T21:39:49.767884Z"
796,"1","","2025-02-28T21:39:50.987863Z",795,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0013.jpeg",0.881,"2025-02-28T21:39:50.987890Z"
797,"1","click","2025-02-28T21:39:52.662825Z",796,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0014.jpeg",1.36,"2025-02-28T21:39:52.662845Z"
798,"1","","2025-02-28T21:39:53.775828Z",797,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0015.jpeg",0.785,"2025-02-28T21:39:53.775853Z"
799,"1","","2025-02-28T21:39:55.581094Z",798,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0016.jpeg",1.486,"2025-02-28T21:39:55.581116Z"
800,"1","","2025-02-28T21:39:56.800605Z",799,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0017.jpeg",0.907,"2025-02-28T21:39:56.800629Z"
801,"1","","2025-02-28T21:39:58.183997Z",800,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0018.jpeg",1.062,"2025-02-28T21:39:58.184028Z"
802,"1","","2025-02-28T21:39:59.772446Z",801,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0019.jpeg",1.271,"2025-02-28T21:39:59.772468Z"
803,"1","","2025-02-28T21:40:01.162349Z",802,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221550_436-0020.jpeg",1.072,"2025-02-28T21:40:01.162371Z"
804,"1","","2025-02-28T21:40:04.102783Z",803,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0001.jpeg",2.623,"2025-02-28T21:40:04.102806Z"
805,"1","whistle","2025-02-28T21:40:06.369597Z",804,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0002.jpeg",1.942,"2025-02-28T21:40:06.369622Z"
807,"1","whistle","2025-02-28T21:40:18.514054Z",806,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0004.jpeg",3.942,"2025-02-28T21:40:18.514079Z"
808,"1","click","2025-02-28T21:40:22.493903Z",807,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0005.jpeg",3.665,"2025-02-28T21:40:22.493925Z"
809,"1","whistle","2025-02-28T21:40:25.565618Z",808,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0006.jpeg",2.774,"2025-02-28T21:40:25.565642Z"
810,"1","click","2025-02-28T21:40:27.850315Z",809,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0007.jpeg",1.965,"2025-02-28T21:40:27.850335Z"
811,"1","","2025-02-28T21:40:29.357624Z",810,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0008.jpeg",1.178,"2025-02-28T21:40:29.357648Z"
812,"1","","2025-02-28T21:40:31.756501Z",811,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0009.jpeg",2.056,"2025-02-28T21:40:31.756525Z"
813,"1","click","2025-02-28T21:40:33.579891Z",812,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0010.jpeg",1.488,"2025-02-28T21:40:33.579912Z"
814,"1","","2025-02-28T21:40:34.951708Z",813,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0011.jpeg",1.04,"2025-02-28T21:40:34.951735Z"
815,"1","click","2025-02-28T21:40:39.103372Z",814,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0012.jpeg",3.817,"2025-02-28T21:40:39.103394Z"
816,"1","","2025-02-28T21:40:40.652926Z",815,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0013.jpeg",1.24,"2025-02-28T21:40:40.652948Z"
817,"1","click","2025-02-28T21:40:43.222085Z",816,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0014.jpeg",2.247,"2025-02-28T21:40:43.222110Z"
818,"1","","2025-02-28T21:40:44.736054Z",817,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0015.jpeg",1.209,"2025-02-28T21:40:44.736076Z"
819,"1","click","2025-02-28T21:40:48.668300Z",818,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0016.jpeg",3.577,"2025-02-28T21:40:48.668325Z"
820,"1","","2025-02-28T21:40:50.450456Z",819,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0017.jpeg",1.356,"2025-02-28T21:40:50.450478Z"
821,"1","","2025-02-28T21:40:51.887317Z",820,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0018.jpeg",1.046,"2025-02-28T21:40:51.887344Z"
822,"1","","2025-02-28T21:40:53.189722Z",821,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0019.jpeg",0.96,"2025-02-28T21:40:53.189747Z"
823,"1","","2025-02-28T21:40:54.459219Z",822,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221650_436-0020.jpeg",0.927,"2025-02-28T21:40:54.459255Z"
824,"1","click","2025-02-28T21:40:56.206744Z",823,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0001.jpeg",1.414,"2025-02-28T21:40:56.206772Z"
825,"1","","2025-02-28T21:40:59.489306Z",824,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0002.jpeg",2.944,"2025-02-28T21:40:59.489330Z"
826,"1","","2025-02-28T21:41:01.059658Z",825,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0003.jpeg",1.243,"2025-02-28T21:41:01.059679Z"
827,"1","","2025-02-28T21:41:02.312109Z",826,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0004.jpeg",0.914,"2025-02-28T21:41:02.312133Z"
828,"1","click","2025-02-28T21:41:03.923027Z",827,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0005.jpeg",1.267,"2025-02-28T21:41:03.923049Z"
829,"1","","2025-02-28T21:41:05.285984Z",828,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0006.jpeg",1.022,"2025-02-28T21:41:05.286008Z"
830,"1","click","2025-02-28T21:41:07.362662Z",829,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0007.jpeg",1.74,"2025-02-28T21:41:07.362683Z"
831,"1","","2025-02-28T21:41:08.653744Z",830,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0008.jpeg",0.947,"2025-02-28T21:41:08.653770Z"
832,"1","","2025-02-28T21:41:09.899122Z",831,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0009.jpeg",0.904,"2025-02-28T21:41:09.899144Z"
833,"1","click","2025-02-28T21:41:11.875415Z",832,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0010.jpeg",1.646,"2025-02-28T21:41:11.875437Z"
834,"1","","2025-02-28T21:41:13.534873Z",833,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0011.jpeg",1.33,"2025-02-28T21:41:13.534897Z"
835,"1","click","2025-02-28T21:41:15.424445Z",834,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0012.jpeg",1.564,"2025-02-28T21:41:15.424469Z"
836,"1","","2025-02-28T21:41:16.693901Z",835,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0013.jpeg",0.909,"2025-02-28T21:41:16.693926Z"
837,"1","click","2025-02-28T21:41:18.507547Z",836,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0014.jpeg",1.47,"2025-02-28T21:41:18.507575Z"
838,"1","","2025-02-28T21:41:20.155311Z",837,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0015.jpeg",1.313,"2025-02-28T21:41:20.155332Z"
839,"1","click","2025-02-28T21:41:21.928875Z",838,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0016.jpeg",1.426,"2025-02-28T21:41:21.928896Z"
840,"1","","2025-02-28T21:41:23.881788Z",839,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0017.jpeg",1.603,"2025-02-28T21:41:23.881809Z"
841,"1","click","2025-02-28T21:41:28.338937Z",840,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0018.jpeg",4.119,"2025-02-28T21:41:28.338957Z"
842,"1","","2025-02-28T21:41:30.165534Z",841,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0019.jpeg",1.491,"2025-02-28T21:41:30.165557Z"
843,"1","","2025-02-28T21:41:31.551749Z",842,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221750_436-0020.jpeg",1.025,"2025-02-28T21:41:31.551772Z"
844,"1","","2025-02-28T21:41:33.860280Z",843,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0001.jpeg",1.947,"2025-02-28T21:41:33.860303Z"
845,"1","","2025-02-28T21:41:35.613578Z",844,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0002.jpeg",1.41,"2025-02-28T21:41:35.613599Z"
846,"1","{""choices"":[""whistle"",""click""]}","2025-02-28T21:41:38.181068Z",845,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0003.jpeg",2.213,"2025-02-28T21:41:38.181090Z"
847,"1","","2025-02-28T21:41:40.231213Z",846,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0004.jpeg",1.722,"2025-02-28T21:41:40.231241Z"
848,"1","click","2025-02-28T21:41:42.040426Z",847,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0005.jpeg",1.427,"2025-02-28T21:41:42.040449Z"
849,"1","","2025-02-28T21:41:43.407246Z",848,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0006.jpeg",1.015,"2025-02-28T21:41:43.407272Z"
850,"1","click","2025-02-28T21:41:46.798071Z",849,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0007.jpeg",2.954,"2025-02-28T21:41:46.798093Z"
851,"1","","2025-02-28T21:41:48.187097Z",850,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0008.jpeg",1.034,"2025-02-28T21:41:48.187123Z"
852,"1","click","2025-02-28T21:41:49.960289Z",851,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0009.jpeg",1.414,"2025-02-28T21:41:49.960316Z"
853,"1","","2025-02-28T21:41:52.483046Z",852,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0010.jpeg",2.145,"2025-02-28T21:41:52.483069Z"
854,"1","","2025-02-28T21:41:54.182968Z",853,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0011.jpeg",1.385,"2025-02-28T21:41:54.182989Z"
855,"1","click","2025-02-28T21:41:56.878150Z",854,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0012.jpeg",2.351,"2025-02-28T21:41:56.878175Z"
856,"1","","2025-02-28T21:41:59.308580Z",855,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0013.jpeg",2.066,"2025-02-28T21:41:59.308604Z"
857,"1","click","2025-02-28T21:42:01.427195Z",856,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0014.jpeg",1.765,"2025-02-28T21:42:01.427220Z"
858,"1","","2025-02-28T21:42:02.958230Z",857,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0015.jpeg",1.163,"2025-02-28T21:42:02.958254Z"
859,"1","click","2025-02-28T21:42:05.267118Z",858,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0016.jpeg",1.952,"2025-02-28T21:42:05.267141Z"
860,"1","","2025-02-28T21:42:07.238327Z",859,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0017.jpeg",1.609,"2025-02-28T21:42:07.238350Z"
861,"1","click","2025-02-28T21:42:09.518618Z",860,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0018.jpeg",1.92,"2025-02-28T21:42:09.518643Z"
862,"1","","2025-02-28T21:42:12.049802Z",861,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0019.jpeg",2.165,"2025-02-28T21:42:12.049824Z"
863,"1","click","2025-02-28T21:42:13.986062Z",862,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221850_436-0020.jpeg",1.571,"2025-02-28T21:42:13.986085Z"
864,"1","","2025-02-28T21:42:15.414551Z",863,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221950_436-0001.jpeg",1.059,"2025-02-28T21:42:15.414576Z"
865,"1","","2025-02-28T21:42:17.370185Z",864,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221950_436-0002.jpeg",1.594,"2025-02-28T21:42:17.370204Z"
866,"1","click","2025-02-28T21:42:19.093188Z",865,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_221950_436-0003.jpeg",1.371,"2025-02-28T21:42:19.093210Z"
